scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-balance-single-leg-hold-repeat-marcus-gap0,training,balance-single-leg-hold,marcus,repeat_instructions,implementation_required_before_preview,0,1;2;3,ex-balance-single-leg-hold-first-v21;side-single-leg-left-v21;target-balance-single-leg-hold-v21,Single-leg hold. Keep support close.;Start on your left leg. Lift your right foot slightly.;Hold for [duration].,3,7910,7910,7910,10910,repeat_instructions,10000,14000,true,true,No set count.
training-balance-single-leg-hold-repeat-marcus-gap100,training,balance-single-leg-hold,marcus,repeat_instructions,implementation_required_before_preview,100,1;2;3,ex-balance-single-leg-hold-first-v21;side-single-leg-left-v21;target-balance-single-leg-hold-v21,Single-leg hold. Keep support close.;Start on your left leg. Lift your right foot slightly.;Hold for [duration].,3,7910,8110,8110,11110,repeat_instructions,10000,14000,true,true,No set count.
training-balance-single-leg-hold-repeat-marcus-gap250,training,balance-single-leg-hold,marcus,repeat_instructions,implementation_required_before_preview,250,1;2;3,ex-balance-single-leg-hold-first-v21;side-single-leg-left-v21;target-balance-single-leg-hold-v21,Single-leg hold. Keep support close.;Start on your left leg. Lift your right foot slightly.;Hold for [duration].,3,7910,8410,8410,11410,repeat_instructions,10000,14000,true,true,No set count.
training-balance-single-leg-hold-tracking-recovery-clara-gap0,training,balance-single-leg-hold,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-tracking-recovery-clara-gap100,training,balance-single-leg-hold,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-tracking-recovery-clara-gap250,training,balance-single-leg-hold,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-tracking-recovery-marcus-gap0,training,balance-single-leg-hold,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-tracking-recovery-marcus-gap100,training,balance-single-leg-hold,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-tracking-recovery-marcus-gap250,training,balance-single-leg-hold,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-balance-single-leg-hold-pause-resume-clara-gap0,training,balance-single-leg-hold,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-balance-single-leg-hold-pause-resume-clara-gap100,training,balance-single-leg-hold,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-balance-single-leg-hold-pause-resume-clara-gap250,training,balance-single-leg-hold,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-balance-single-leg-hold-pause-resume-marcus-gap0,training,balance-single-leg-hold,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-balance-single-leg-hold-pause-resume-marcus-gap100,training,balance-single-leg-hold,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-balance-single-leg-hold-pause-resume-marcus-gap250,training,balance-single-leg-hold,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-balance-tandem-hold-first-use-cold-clara-gap0,training,balance-tandem-hold,clara,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,8520,8520,11520,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-cold-clara-gap100,training,balance-tandem-hold,clara,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,8820,8820,11820,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-cold-clara-gap250,training,balance-tandem-hold,clara,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,9270,9270,12270,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-cold-marcus-gap0,training,balance-tandem-hold,marcus,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,8330,8330,11330,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-cold-marcus-gap100,training,balance-tandem-hold,marcus,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,8630,8630,11630,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-cold-marcus-gap250,training,balance-tandem-hold,marcus,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,9080,9080,12080,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-balance-tandem-hold-first-use-warm-clara-gap0,training,balance-tandem-hold,clara,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,8520,8520,11520,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-first-use-warm-clara-gap100,training,balance-tandem-hold,clara,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,8820,8820,11820,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-first-use-warm-clara-gap250,training,balance-tandem-hold,clara,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8520,9270,9270,12270,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-first-use-warm-marcus-gap0,training,balance-tandem-hold,marcus,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,8330,8330,11330,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-first-use-warm-marcus-gap100,training,balance-tandem-hold,marcus,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,8630,8630,11630,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-first-use-warm-marcus-gap250,training,balance-tandem-hold,marcus,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3;4,ex-balance-tandem-hold-first-v21;side-tandem-left-front-v21;final-position-set-v21;target-balance-tandem-hold-v21,"Tandem hold. Keep support close.;Place your left foot in front, heel to toe.;You're set.;Hold for [duration].",4,8330,9080,9080,12080,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-balance-tandem-hold-later-set-clara-gap0,training,balance-tandem-hold,clara,later_set_same_side_context,implementation_required_before_preview,0,1;2,ex-balance-tandem-hold-next-v21;target-balance-tandem-hold-v21,Tandem hold.;Hold for [duration].,2,2640,2640,2640,5640,later_set_reminder,4000,6000,true,true,No total set count.
training-balance-tandem-hold-later-set-clara-gap100,training,balance-tandem-hold,clara,later_set_same_side_context,implementation_required_before_preview,100,1;2,ex-balance-tandem-hold-next-v21;target-balance-tandem-hold-v21,Tandem hold.;Hold for [duration].,2,2640,2740,2740,5740,later_set_reminder,4000,6000,true,true,No total set count.
training-balance-tandem-hold-later-set-clara-gap250,training,balance-tandem-hold,clara,later_set_same_side_context,implementation_required_before_preview,250,1;2,ex-balance-tandem-hold-next-v21;target-balance-tandem-hold-v21,Tandem hold.;Hold for [duration].,2,2640,2890,2890,5890,later_set_reminder,4000,6000,true,true,No total set count.
